2.000000000000000000e+00,8.921102285385131836e-01,6.000000000000000000e+01,8.000000000000000000e+00
2.000000000000000000e+00,8.061959147453308105e-01,3.000000000000000000e+01,1.300000000000000000e+01
2.000000000000000000e+00,5.885544419288635254e-01,3.000000000000000000e+01,2.000000000000000000e+01
2.000000000000000000e+00,6.383022069931030273e-01,3.000000000000000000e+01,2.300000000000000000e+01
2.000000000000000000e+00,7.415274977684020996e-01,3.000000000000000000e+01,2.900000000000000000e+01
2.000000000000000000e+00,6.640564203262329102e-01,6.000000000000000000e+01,3.000000000000000000e+01
2.000000000000000000e+00,8.008090257644653320e-01,3.000000000000000000e+01,3.800000000000000000e+01
2.000000000000000000e+00,6.903321743011474609e-01,3.000000000000000000e+01,4.100000000000000000e+01
2.000000000000000000e+00,8.028628230094909668e-01,3.000000000000000000e+01,6.100000000000000000e+01
2.000000000000000000e+00,9.772342443466186523e-01,2.713666666666666671e+01,6.500000000000000000e+01
2.000000000000000000e+00,6.039894223213195801e-01,3.000000000000000000e+01,6.900000000000000000e+01
2.000000000000000000e+00,8.863192796707153320e-01,3.000000000000000000e+01,7.400000000000000000e+01
2.000000000000000000e+00,6.075862646102905273e-01,3.000000000000000000e+01,7.700000000000000000e+01
2.000000000000000000e+00,7.460172772407531738e-01,3.000000000000000000e+01,8.200000000000000000e+01
2.000000000000000000e+00,6.167746186256408691e-01,3.000000000000000000e+01,8.800000000000000000e+01
2.000000000000000000e+00,7.187246680259704590e-01,3.000000000000000000e+01,9.200000000000000000e+01
2.000000000000000000e+00,9.010034799575805664e-01,6.000000000000000000e+01,9.600000000000000000e+01
2.000000000000000000e+00,7.444841861724853516e-01,3.000000000000000000e+01,1.100000000000000000e+02
2.000000000000000000e+00,9.088101983070373535e-01,3.000000000000000000e+01,1.140000000000000000e+02
2.000000000000000000e+00,7.797271609306335449e-01,3.000000000000000000e+01,1.150000000000000000e+02
2.000000000000000000e+00,8.524665236473083496e-01,3.000000000000000000e+01,1.190000000000000000e+02
2.000000000000000000e+00,7.331078052520751953e-01,3.000000000000000000e+01,1.210000000000000000e+02
2.000000000000000000e+00,9.495339393615722656e-01,3.000000000000000000e+01,1.230000000000000000e+02
2.000000000000000000e+00,6.079407930374145508e-01,3.000000000000000000e+01,1.260000000000000000e+02
2.000000000000000000e+00,7.411952614784240723e-01,3.000000000000000000e+01,1.310000000000000000e+02
