0.000000000000000000e+00,4.863975048065185547e-01,3.000000000000000000e+01,4.000000000000000000e+00
0.000000000000000000e+00,8.353222012519836426e-01,6.000000000000000000e+01,5.000000000000000000e+00
0.000000000000000000e+00,6.948540210723876953e-01,3.000000000000000000e+01,9.000000000000000000e+00
0.000000000000000000e+00,9.901919364929199219e-01,3.000000000000000000e+01,7.100000000000000000e+01
0.000000000000000000e+00,6.770614385604858398e-01,3.000000000000000000e+01,9.000000000000000000e+01
0.000000000000000000e+00,8.293816447257995605e-01,3.000000000000000000e+01,1.010000000000000000e+02
0.000000000000000000e+00,5.463360548019409180e-01,3.000000000000000000e+01,1.020000000000000000e+02
0.000000000000000000e+00,9.055617451667785645e-01,2.342666666666666586e+01,1.280000000000000000e+02
0.000000000000000000e+00,6.615744829177856445e-01,3.000000000000000000e+01,1.370000000000000000e+02
0.000000000000000000e+00,7.470918297767639160e-01,3.000000000000000000e+01,2.080000000000000000e+02
0.000000000000000000e+00,8.151783347129821777e-01,3.000000000000000000e+01,2.160000000000000000e+02
0.000000000000000000e+00,8.476971983909606934e-01,3.000000000000000000e+01,2.250000000000000000e+02
0.000000000000000000e+00,8.881385326385498047e-01,6.000000000000000000e+01,2.310000000000000000e+02
0.000000000000000000e+00,9.025494456291198730e-01,3.000000000000000000e+01,2.530000000000000000e+02
0.000000000000000000e+00,8.897979259490966797e-01,3.000000000000000000e+01,2.670000000000000000e+02
0.000000000000000000e+00,9.833680987358093262e-01,3.000000000000000000e+01,2.710000000000000000e+02
0.000000000000000000e+00,9.435980916023254395e-01,3.000000000000000000e+01,2.820000000000000000e+02
0.000000000000000000e+00,9.170444607734680176e-01,3.000000000000000000e+01,3.010000000000000000e+02
0.000000000000000000e+00,9.482257366180419922e-01,3.000000000000000000e+01,3.750000000000000000e+02
0.000000000000000000e+00,8.294392228126525879e-01,3.000000000000000000e+01,4.220000000000000000e+02
0.000000000000000000e+00,8.512973785400390625e-01,3.000000000000000000e+01,4.320000000000000000e+02
0.000000000000000000e+00,7.098844051361083984e-01,1.497333333333333272e+01,4.380000000000000000e+02
0.000000000000000000e+00,8.270705938339233398e-01,6.000000000000000000e+01,4.390000000000000000e+02
0.000000000000000000e+00,9.497895836830139160e-01,1.281333333333333258e+01,4.410000000000000000e+02
0.000000000000000000e+00,8.538958430290222168e-01,3.000000000000000000e+01,4.560000000000000000e+02
0.000000000000000000e+00,4.922945201396942139e-01,3.000000000000000000e+01,4.650000000000000000e+02
0.000000000000000000e+00,6.826924681663513184e-01,3.000000000000000000e+01,4.860000000000000000e+02
0.000000000000000000e+00,9.293079972267150879e-01,3.000000000000000000e+01,5.090000000000000000e+02
0.000000000000000000e+00,6.188641190528869629e-01,3.000000000000000000e+01,5.200000000000000000e+02
0.000000000000000000e+00,8.313005566596984863e-01,3.000000000000000000e+01,5.420000000000000000e+02
0.000000000000000000e+00,9.999027252197265625e-01,9.986666666666666359e+00,5.920000000000000000e+02
0.000000000000000000e+00,5.895696282386779785e-01,1.376666666666666750e+01,6.110000000000000000e+02
0.000000000000000000e+00,9.743759036064147949e-01,3.000000000000000000e+01,6.210000000000000000e+02
0.000000000000000000e+00,8.753927946090698242e-01,3.000000000000000000e+01,6.250000000000000000e+02
0.000000000000000000e+00,5.414939522743225098e-01,3.000000000000000000e+01,6.660000000000000000e+02
0.000000000000000000e+00,5.077064633369445801e-01,3.000000000000000000e+01,6.700000000000000000e+02
0.000000000000000000e+00,7.150033712387084961e-01,3.006666666666666643e+01,7.250000000000000000e+02
0.000000000000000000e+00,6.226708889007568359e-01,3.000000000000000000e+01,7.330000000000000000e+02
